COMUNA_NAME,GLOSA,TOTAL
Providencia,"Productos de origen animal no expresados ni comprendidos en otra parte; animales muertos de los Capítulos 1 ó 3, impropios para la alimentación humana.","542963,6"
Providencia,"Máquinas y aparatos mecánicos con función propia, no expresados ni comprendidos en otra parte de este Capítulo.","517619,42"
Providencia,"Preparaciones de belleza, maquillaje y para el cuidado de la piel, excepto los medicamentos, incluidas las preparaciones antisolares y las bronceadoras; preparaciones para manicuras o pedicuros.","510721,05"
Providencia,Construcciones prefabricadas.,495727
Providencia,Tiocompuestos orgánicos.,"492891,92"
Providencia,"Abonos de origen animal o vegetal, incluso mezclados entre sí o tratados químicamente; abonos procedentes de la mezcla o del tratamiento químico de productos de origen animal o vegetal.","487327,84"
Providencia,Preparaciones de los tipos utilizados para la alimentación de los animales.,"473776,79"
Providencia,Betunes y asfaltos naturales;  pizarras y arenas bituminosas; asfaltitas y rocas asfálticas.,"438958,41"
Providencia,"Muelles (resortes), ballestas y sus hojas, de hierro o acero.","437158,98"
Providencia,"Cadenas y sus partes, de fundición, hierro o acero.","434592,41"
Providencia,Motores de émbolo (pistón) de encendido por compresión (motores diésel o semi-diésel).,414406
Providencia,"Piezas aislantes totalmente de materia aislante o con simples piezas metálicas de ensamblado (por ejemplo, casquillos roscados) embutidas en la masa, para máquinas, aparatos o instalaciones eléctricas, excepto los aisladores de la partida 8546; tubos aisladores y sus piezas de unión, de metal común, aislados interiormente.","407491,07"
Providencia,"Artículos de uso doméstico y sus partes, de fundición, hierro o acero; lana de hierro o acero; esponjas, estropajos, guantes y artículos similares para fregar, lustrar o usos análogos, de hierro o acero.","400427,55"
Providencia,"Pinturas y barnices a base de polímeros sintéticos o naturales modificados, dispersos o disueltos en un medio acuoso.",395940
Providencia,"Aparatos receptores de radiodifusión, incluso combinados en la misma envoltura con grabador o reproductor de sonido o con reloj.","389686,6"
Providencia,"Aparatos mecánicos (incluso manuales) para proyectar, dispersar o pulverizar materias líquidas o en polvo; extintores, incluso cargados; pistolas aerográficas y aparatos similares; máquinas y aparatos de chorro de arena o de vapor y aparatos de chorro similares.","366833,83"
Providencia,"Guarniciones, herrajes y artículos similares, de metal común, para muebles, puertas, escaleras, ventanas, persianas, carrocerías, artículos de guarnicionería, baúles, arcas, cofres y demás manufacturas de esta clase; colgadores, perchas, soportes y artículos similares, de metal común; ruedas con montura de metal común; cierrapuertas automáticos de metal común.","357628,9"
Providencia,Productos vegetales no expresados ni comprendidos en otra parte.,"349991,09"
Providencia,"Aparatos y dispositivos eléctricos de encendido o de arranque, para motores de encendido por chispa o por compresión (por ejemplo: magnetos, dinamomagnetos, bobinas de encendido, bujías de encendido o calentamiento, motores de arranque); generadores (por ejemplo: dínamos, alternadores) y reguladores disyuntores utilizados con estos motores.","343604,72"
Providencia,"Artículos para el transporte o envasado, de plástico; tapones, tapas, cápsulas y demás dispositivos de cierre, de plástico.","335672,1"
Providencia,"Limas, escofinas, alicates (incluso cortantes), tenazas, pinzas, cizallas para metales, cortatubos, cortapernos, sacabocados y herramientas similares, de mano.","328350,18"
Providencia,"Llaves de ajuste de mano (incluidas las llaves dinamométricas); cubos (vasos)* de ajuste intercambiables, incluso con mango.","327329,6"
Providencia,"Artículos de uso doméstico, higiene o tocador, y sus partes, de aluminio; esponjas, estropajos, guantes y artículos similares para fregar, lustrar o usos análogos, de aluminio.","325849,34"
Providencia,"Instrumentos y aparatos para análisis físicos o químicos (por ejemplo: polarímetros, refractómetros, espectrómetros, analizadores de gases o humos); instrumentos y aparatos para ensayos de viscosidad, porosidad, dilatación, tensión superficial o similares o para medidas calorimétricas, acústicas o fotométricas (incluidos los exposímetros); micrótomos.","321537,24"
Providencia,"Alcoholes acíclicos y sus derivados halogenados, sulfonados, nitrados o nitrosados.","312734,12"
Providencia,"Preparaciones para afeitar o para antes o después del afeitado, desodorantes corporales, preparaciones para el baño, depilatorios y demás preparaciones de perfumería, de tocador o de cosmética, no expresadas ni comprendidas en otra parte; preparaciones desodorantes de locales, incluso sin perfumar, aunque tengan propiedades desinfectantes.","305778,12"
Providencia,"Cables, trenzas, eslingas y artículos similares, de hierro o acero, sin aislar para electricidad.","295417,5"
Providencia,"Placas, hojas, tiras, varillas y perfiles, de caucho vulcanizado sin endurecer.","294489,07"
Providencia,"Instrumentos, aparatos y máquinas de medida o control, no expresados ni comprendidos en otra parte de este Capítulo; proyectores de perfiles.","291786,51"
Providencia,"Aceites de petróleo o de mineral bituminoso, excepto los aceites crudos; preparaciones no expresadas ni comprendidas en otra parte, con un contenido de aceites de petróleo o de mineral bituminoso superior o igual al 70 % en peso, en las que estos aceites constituyan el elemento base; desechos de aceites.","291425,46"
Providencia,"Máquinas, aparatos y material (excepto las máquinas herramienta de las partidas 8456 a 8465) para preparar o fabricar clisés, planchas, cilindros o demás elementos impresores; clisés, planchas, cilindros y demás elementos impresores; piedras litográficas, planchas, placas y cilindros, preparados para la impresión (por ejemplo: aplanados, graneados, pulidos).","291425,46"
Providencia,"Puntas, clavos, chinchetas (chinches), grapas apuntadas y artículos similares, de cobre, o con espiga de hierro o acero y cabeza de cobre; tornillos, pernos, tuercas, escarpias roscadas, remaches, pasadores, clavijas, chavetas y arandelas (incluidas las arandelas de muelle (resorte)) y artículos similares, de cobre.","287608,16"
Providencia,"Aceites esenciales (desterpenados o no), incluidos los «concretos» o «absolutos»; resinoides; oleorresinas de extracción; disoluciones concentradas de aceites esenciales en grasas, aceites fijos, ceras o materias análogas, obtenidas por enflorado o maceración; subproductos terpénicos residuales de la desterpenación de los aceites esenciales; destilados acuosos aromáticos y disoluciones acuosas de aceites esenciales.","286881,31"
Providencia,"Máquinas y aparatos para trabajar caucho o plástico o para fabricar productos de estas materias, no expresados ni comprendidos en otra parte de este Capítulo.","282030,48"
Providencia,"Preparaciones aglutinantes para moldes o núcleos de fundición; productos químicos y preparaciones de la industria química o de las industrias conexas (incluidas las mezclas de productos naturales), no expresados ni comprendidos en otra parte.","276176,59"
Providencia,"Aparatos e instrumentos de pesar, incluidas las básculas y balanzas para comprobar o contar piezas fabricadas, excepto las balanzas sensibles a un peso inferior o igual a 5 cg; pesas para toda clase de básculas o balanzas.","275638,27"
Providencia,"Fibra de vidrio (incluida la lana de vidrio) y manufacturas de esta materia (por ejemplo: hilados, tejidos).","270657,28"
Providencia,"Aparatos de radar, radionavegación o radiotelemando.",266376
Providencia,"Hortalizas de vaina secas desvainadas, aunque estén mondadas o partidas.",262408
Providencia,"Recipientes para gas comprimido o licuado, de fundición, hierro o acero.",245000
Providencia,"Partes identificables como destinadas, exclusiva o principalmente, a los aparatos de las partidas 8525 a 8528.","240122,49"
Providencia,"Instrumentos y aparatos de geodesia, topografía, agrimensura, nivelación, fotogrametría, hidrografía, oceanografía, hidrología, meteorología o geofísica, excepto las brújulas; telémetros.","234433,76"
Providencia,Polipastos; tornos y cabrestantes; gatos.,"229463,51"
Providencia,"Semillas de nabo (nabina) o de colza, incluso quebrantadas.","223757,4"
Providencia,"Las demás hortalizas preparadas o conservadas (excepto en vinagre o en ácido acético), sin congelar, excepto los productos de la partida 2006.","217317,76"
Providencia,"Tubos y perfiles huecos, sin soldadura (sin costura)*, de hierro o acero.","215620,61"
Providencia,"Hormonas, prostaglandinas, tromboxanos y leucotrienos, naturales o reproducidos por síntesis; sus derivados y análogos estructurales, incluidos los polipéptidos de cadena modificada, utilizados principalmente como hormonas.",203640
Providencia,"Candados, cerraduras y cerrojos (de llave, combinación o eléctricos), de metal común; cierres y monturas cierre, con cerradura incorporada, de metal común; llaves de metal común para estos artículos.","202856,9"
Providencia,"Betunes y cremas para el calzado, encáusticos, abrillantadores (lustres) para carrocerías, vidrio o metal, pastas y polvos para fregar y preparaciones similares (incluso papel, guata, fieltro, tela sin tejer, plástico o caucho celulares, impregnados, recubiertos o revestidos de estas preparciones), excepto las ceras de la partida 3404.","200932,8"
Providencia,"Iniciadores y aceleradores de reacción y preparaciones catalíticas, no expresados ni comprendidos en otra parte.","200029,52"
Providencia,"Partes de máquinas o aparatos, no expresadas ni comprendidas en otra parte de este Capítulo, sin conexiones eléctricas, partes aisladas eléctricamente, bobinados, contactos ni otras características eléctricas.","192776,57"
Providencia,"Las demás máquinas y aparatos para explanar, nivelar, traillar («scraping»), excavar, compactar, apisonar (aplanar), extraer o perforar tierra o minerales; martinetes y máquinas para arrancar pilotes, estacas o similares; quitanieves.","186616,1"
Providencia,"Triciclos, patinetes, coches de pedal y juguetes similares con ruedas; coches y sillas de ruedas para muñecas o muñecos; muñecas o muñecos; los demás juguetes; modelos reducidos y modelos similares, para entretenimiento, incluso animados; rompecabezas de cualquier clase.","182203,8"
Providencia,Avena.,181104
Providencia,"Relojes de pulsera, bolsillo y similares (incluidos los contadores de tiempo de los mismos tipos), excepto los de la partida 9101.","176392,54"
Providencia,"Hojas para chapado (incluidas las obtenidas por cortado de madera estratificada), para contrachapado o para maderas estratificadas similares y demás maderas,  aserradas longitudinalmente, cortadas o desenrolladas, incluso cepilladas, lijadas, unidas longitudinalmente o por los extremos, de espesor inferior o igual a 6 mm.","176353,78"
Providencia,"Tocino sin partes magras y grasa de cerdo o de ave sin fundir ni extraer de otro modo, frescos, refrigerados, congelados, salados o en salmuera, secos o ahumados.","175009,32"
Providencia,Polímeros acrílicos en formas primarias.,"172220,24"
Providencia,"Cajas, sacos (bolsas), bolsitas, cucuruchos y demás envases de papel, cartón, guata de celulosa o napa de fibras de celulosa; cartonajes de oficina, tienda o similares.","170095,62"
Providencia,"Las demás placas, láminas, hojas y tiras, de plástico.","169372,96"
Providencia,"Toldos de cualquier clase; tiendas (carpas); velas para embarcaciones, deslizadores o vehículos terrestres; artículos de acampar.","161746,72"
